
1월 31, 2023 14:41:15.928 NEW SESSION
1월 31, 2023 14:41:15.928 [10376:6868:0131/144115.927:ERROR:device_event_log_impl.cc(215)] [14:41:15.927] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
1월 31, 2023 15:09:43.731 [9280:9520:0131/150943.731:ERROR:device_event_log_impl.cc(215)] [15:09:43.731] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.

1월 31, 2023 16:02:32.816 NEW SESSION
1월 31, 2023 16:02:32.816 [10292:10144:0131/160232.815:ERROR:device_event_log_impl.cc(215)] [16:02:32.815] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
1월 31, 2023 17:16:27.791 [10292:10144:0131/171627.790:ERROR:interface_endpoint_client.cc(695)] Message 5 rejected by interface blink.mojom.WidgetHost
1월 31, 2023 17:31:49.269 [9268:2340:0131/173149.269:ERROR:device_event_log_impl.cc(215)] [17:31:49.269] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.

2월 01, 2023 11:47:57.336 NEW SESSION
2월 01, 2023 11:47:57.336 [11088:11084:0201/114757.335:ERROR:device_event_log_impl.cc(215)] [11:47:57.335] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 01, 2023 12:47:35.942 [4632:9488:0201/124735.942:ERROR:device_event_log_impl.cc(215)] [12:47:35.942] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 01, 2023 17:29:10.971 [8044:8628:0201/172910.971:ERROR:device_event_log_impl.cc(215)] [17:29:10.970] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 01, 2023 17:38:40.210 [9520:10424:0201/173840.210:ERROR:device_event_log_impl.cc(215)] [17:38:40.210] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 01, 2023 17:40:41.513 [3492:8328:0201/174041.513:ERROR:device_event_log_impl.cc(215)] [17:40:41.513] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.

2월 01, 2023 18:29:55.276 NEW SESSION
2월 01, 2023 18:29:55.276 [5644:6888:0201/182955.275:ERROR:device_event_log_impl.cc(215)] [18:29:55.276] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 01, 2023 18:30:46.103 [8476:7412:0201/183046.103:ERROR:device_event_log_impl.cc(215)] [18:30:46.102] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.

2월 02, 2023 09:19:49.715 NEW SESSION
2월 02, 2023 09:19:49.715 [10948:1656:0202/091949.714:ERROR:device_event_log_impl.cc(215)] [09:19:49.714] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 02, 2023 12:21:07.637 [10948:1656:0202/122107.637:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.638 [10948:1656:0202/122107.637:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.638 [10948:1656:0202/122107.637:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.639 [10948:1656:0202/122107.637:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.639 [10948:1656:0202/122107.637:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.699 [10948:1656:0202/122107.698:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.699 [10948:1656:0202/122107.698:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.699 [10948:1656:0202/122107.698:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.699 [10948:1656:0202/122107.698:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.700 [10948:1656:0202/122107.699:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.700 [10948:1656:0202/122107.699:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.781 [10948:1656:0202/122107.780:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.781 [10948:1656:0202/122107.780:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.781 [10948:1656:0202/122107.780:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 02, 2023 12:21:07.782 [10948:1656:0202/122107.780:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
